18489336000125,18489336000397
19018375000107,21298190000145
07482737000137,23193485000182
08329433000105,90400888000142
08329433000105,18876112000176
18876112000176,90400888000142
01258067000193,30046029000175
20765889000105,64209810000135
64209810000135,64209810000216
20765889000105,64209810000216
02799882000122,02799882000203
04425664000153,17632514000162
18127897000184,39781752000172
11315529000110,23865744000174
19379141000195,64219603000161
09380005000161,26455558000236
04546570000132,10849780000100
18088237000131,20338907000172
09407956000187,23785668000197
09407956000187,21374297000125
21374297000125,23785668000197
07528947000119,09115315000159
17224171000105,71424246000139
17224171000105,22412985000103
22412985000103,71424246000139
16505190000210,18159194000138
01613125000150,18159194000138
16505190000139,18159194000138
18159194000138,22603435000163
01613125000150,16505190000210
16505190000139,16505190000210
16505190000210,22603435000163
01613125000150,16505190000139
01613125000150,22603435000163
16505190000139,22603435000163
05620447000187,07061554000148
07289544000164,17470499000101
01541266000104,07004048000117
03860743000120,04258733000181
00456055000100,04258733000181
00456055000100,03860743000120
00562341000150,17364465000124
09504894000121,59527788000131
12070721000157,27317347000119
01753613000162,04121864000112
00829557000130,02645597000157
13277148000110,42989491000276
23408349000162,25630682000228
07184893000111,30957888000116
07834804000135,09502743000134
07123214000102,10209899000100
07994467000143,16551358000142
06027024000110,16551358000142
06027024000110,07994467000143
04359911000160,19349645000162
04359911000160,23683818000151
19349645000162,23683818000151
02592925000102,23954233000129
15438664000104,20998993000140
00641485000100,09447750000180
06147764000190,19339068000390
05260938000164,18160622000142
12420164000157,12420164000319
12420164000319,82641325004377
12420164000319,82641325002161
12420164000319,82641325000118
12420164000157,82641325004377
12420164000157,82641325002161
12420164000157,82641325000118
82641325002161,82641325004377
82641325000118,82641325004377
82641325000118,82641325002161
23245012000262,25649955000103
23245012000262,60860087000107
25649955000103,60860087000107
01690595000117,08408723000136
03497158000107,22854027000184
04270851000105,86660495000109
08918850000185,11434112000177
02143367000190,09367180000119
02143367000190,15581467000140
02143367000190,23765900000125
09367180000119,15581467000140
09367180000119,23765900000125
15581467000140,23765900000125
